Geneid;Length;CBB;DZX;GCY;YXH;XCY;XZY;Control_ZCY;Control_ZJC;Control_QZY
ENSG00000259878;564;0;1;1;0;0;1;0;1;1
ENSG00000092529;12774;434;300;315;254;246;274;69;60;13
ENSG00000259423;1647;0;0;0;0;0;0;0;0;0
ENSG00000241640;467;0;0;1;0;1;0;0;0;0
ENSG00000277741;1551;17;36;20;35;38;43;11;5;4
ENSG00000277229;656;0;0;0;0;0;0;0;1;0
ENSG00000261606;6793;21;0;1;0;1;0;0;2;0
ENSG00000180979;8114;583;432;428;395;445;417;477;572;443
ENSG00000259195;174;3;0;0;0;2;2;1;0;1
ENSG00000256061;2934;10;11;19;10;8;10;20;13;9
ENSG00000279421;122;0;0;0;0;0;0;0;1;0
ENSG00000287503;697;7;6;2;7;6;5;4;0;0
ENSG00000279409;1870;37;18;13;8;16;18;5;8;6
ENSG00000259379;1802;0;1;0;0;0;0;0;0;0
ENSG00000178761;5015;368;305;269;232;257;301;271;354;276
ENSG00000260409;1602;3;8;5;2;2;1;10;20;2
ENSG00000137824;5114;521;458;457;376;429;429;571;757;553
ENSG00000279373;1266;2;4;2;0;1;4;1;0;2
ENSG00000277482;224;0;0;1;1;3;1;3;0;0
ENSG00000278513;665;1;0;4;0;1;2;1;0;0
ENSG00000261543;554;0;1;0;0;0;0;0;0;0
ENSG00000279694;2550;0;0;0;0;0;0;3;1;0
ENSG00000276651;2347;6;15;10;8;15;13;7;11;10
ENSG00000276278;1223;0;0;0;0;0;0;0;0;0
ENSG00000286457;1997;47;43;32;37;44;45;13;10;2
ENSG00000182774;3188;84;85;80;65;124;115;80;138;113
ENSG00000259738;298;56;43;54;61;54;57;59;68;73
ENSG00000198794;4862;1011;1017;1208;1052;972;793;1713;1571;1439
ENSG00000213527;361;2;0;1;1;0;1;0;0;0
ENSG00000259285;874;0;0;0;0;0;0;0;0;0
ENSG00000259692;7169;22;23;29;12;22;15;18;19;8
ENSG00000263155;2598;16;41;29;32;68;35;31;17;49
ENSG00000259248;8827;48;36;40;49;38;56;20;17;8
ENSG00000169684;3623;1;6;3;15;1;4;35;27;7
ENSG00000140307;3204;601;511;535;466;400;462;707;862;1083
ENSG00000259378;1334;14;10;9;7;8;4;1;1;2
ENSG00000174498;5514;34;75;40;73;23;50;129;219;59
ENSG00000259432;567;0;0;0;1;0;0;1;0;0
ENSG00000140395;7188;800;798;777;643;736;700;642;964;904
ENSG00000275120;3668;24;26;23;22;26;30;16;9;12
ENSG00000166426;959;1;0;0;1;0;0;3;4;3
ENSG00000259722;245;3;0;5;1;3;1;0;0;0
ENSG00000259476;1757;0;0;0;0;0;2;0;0;0
ENSG00000137831;10996;1057;1253;1306;1160;1188;1575;502;693;538
ENSG00000140365;6650;526;508;527;398;444;453;568;825;755
ENSG00000261232;267;1;2;2;3;1;0;2;0;0
ENSG00000259728;3000;27;16;19;17;25;16;40;61;24
ENSG00000183578;2572;11;8;9;13;6;11;21;20;18
ENSG00000259413;583;0;0;0;0;0;0;0;0;0
ENSG00000259227;393;0;1;1;0;0;1;0;0;0
ENSG00000140497;5000;1100;829;954;926;877;874;1289;1396;1427
ENSG00000205502;1581;6;5;8;5;5;11;6;19;10
ENSG00000261136;3047;42;44;29;20;24;29;10;11;10
ENSG00000169371;3516;195;159;173;143;163;171;201;233;272
ENSG00000166415;8573;14;19;13;34;2;5;40;53;10
ENSG00000259569;276;0;0;1;0;0;0;0;0;0
ENSG00000169752;5020;18;16;17;17;22;17;3;17;4
ENSG00000166922;2196;35;47;13;35;8;23;54;26;192
ENSG00000255769;1758;328;427;509;409;449;362;154;165;89
ENSG00000265967;554;0;0;0;0;0;0;0;0;0
ENSG00000260685;681;3;1;3;1;2;5;0;1;1
ENSG00000274376;4875;76;62;94;48;33;28;48;21;8
ENSG00000285974;928;1;0;1;3;5;4;3;1;1
ENSG00000140374;5033;1345;962;891;851;796;915;850;982;1346
ENSG00000287408;3169;4;6;12;8;4;10;6;11;2
ENSG00000259481;476;6;5;7;8;10;6;3;3;0
ENSG00000169758;5144;102;114;80;132;39;100;159;242;81
ENSG00000274128;408;9;2;12;5;1;5;2;11;7
ENSG00000250007;4715;0;0;0;0;0;0;0;0;2
ENSG00000259735;497;1;1;2;2;1;1;0;1;0
ENSG00000261265;800;3;8;6;10;10;8;5;0;0
ENSG00000260104;176;0;0;0;0;0;0;0;0;0
ENSG00000188467;4760;0;1;1;0;0;0;0;0;0
ENSG00000140386;11610;360;510;617;694;703;700;673;589;385
ENSG00000259389;334;0;1;1;0;1;2;1;1;0
ENSG00000237550;717;784;1491;639;1045;716;1396;1452;2401;4595
ENSG00000188266;5707;55;85;68;60;71;76;39;66;20
ENSG00000259302;33;1;1;1;0;0;1;0;0;0
ENSG00000259180;364;0;0;0;0;0;0;0;0;0
ENSG00000260206;572;2;3;1;2;6;4;0;6;1
ENSG00000258922;464;6;8;16;17;15;11;14;18;5
ENSG00000104129;5628;291;324;343;342;408;355;357;382;428
ENSG00000255571;9782;1388;1029;1076;941;1099;1310;605;735;845
ENSG00000272418;369;0;0;0;0;0;0;0;0;0
ENSG00000259883;1174;0;1;2;1;4;3;2;0;3
ENSG00000218052;5516;18;35;55;32;15;41;22;40;32
ENSG00000259543;564;3;0;1;4;1;0;0;0;0
ENSG00000260361;1736;18;10;19;6;11;18;10;12;4
ENSG00000258010;2205;13;11;6;5;15;11;9;3;2
ENSG00000260103;3385;9;3;4;2;5;5;7;0;3
ENSG00000259651;289;1;0;0;0;0;0;0;0;0
ENSG00000140455;7764;492;522;618;554;631;595;570;640;502
ENSG00000259530;925;0;1;0;0;0;0;0;0;0
ENSG00000136379;3620;133;104;111;85;107;97;169;144;116
ENSG00000277245;578;5;5;6;3;3;5;1;0;3
ENSG00000128881;12921;534;546;634;708;621;654;499;569;282
ENSG00000166557;19413;741;565;798;579;622;593;1069;1502;1877
ENSG00000271236;278;1;2;3;7;7;7;2;0;0
ENSG00000261478;1456;1;0;1;1;1;0;0;0;0
ENSG00000259732;633;1;6;3;5;3;1;3;9;1
ENSG00000269951;672;22;15;13;30;18;20;4;1;3
ENSG00000197978;6576;802;856;879;822;940;779;322;217;192
ENSG00000287508;1050;33;18;25;16;31;21;4;7;1
ENSG00000259635;1609;36;23;34;28;38;24;27;11;2
ENSG00000259240;561;0;0;0;0;0;1;0;0;0
ENSG00000271317;19;0;0;0;0;0;0;0;0;0
ENSG00000287391;1812;1;0;0;2;0;0;4;2;0
ENSG00000225625;266;0;0;0;0;0;1;0;0;1
ENSG00000259482;1029;1;0;0;1;1;1;0;0;0
ENSG00000271195;446;1;0;0;0;0;0;0;0;0
ENSG00000259361;5425;0;2;1;0;1;0;0;5;1
ENSG00000275343;324;1;1;5;1;6;4;0;0;0
ENSG00000271983;492;2;0;6;1;2;5;4;0;0
ENSG00000103888;7621;467;127;317;165;156;138;316;169;221
ENSG00000166073;4517;228;359;501;253;269;351;668;806;711
ENSG00000197627;204;0;1;0;0;1;0;0;0;0
ENSG00000117971;4984;67;106;338;165;264;177;254;222;254
ENSG00000140557;5850;0;11;3;11;1;29;2;39;8
ENSG00000176700;10717;145;162;140;119;145;114;128;80;45
ENSG00000246863;4839;5;6;1;8;0;4;15;17;4
ENSG00000260305;2663;0;0;0;2;0;0;0;0;0
ENSG00000103569;3235;3;3;4;2;0;1;1;5;3
ENSG00000259449;874;0;0;0;0;0;0;0;0;0
ENSG00000259420;1224;9;7;6;11;3;36;6;8;7
ENSG00000140368;4574;39;49;25;36;40;93;28;45;39
ENSG00000259727;1225;0;0;0;0;0;0;0;0;0
ENSG00000259565;1207;0;0;0;0;0;0;0;0;0
ENSG00000259756;577;7;2;0;7;1;2;0;12;0
ENSG00000264937;240;36;24;47;35;58;39;18;16;0
ENSG00000260957;592;0;0;0;0;0;0;0;2;0
ENSG00000169609;13899;416;363;451;408;444;420;404;405;315
ENSG00000213307;530;1;1;0;1;0;0;2;1;0
ENSG00000259594;1508;7;11;10;10;8;4;1;7;3
ENSG00000259564;1121;3;1;2;5;4;6;2;2;0
ENSG00000259544;569;2;0;1;1;5;0;0;1;0
ENSG00000140598;4708;399;457;450;433;449;420;497;581;473
ENSG00000279683;141;0;0;0;1;0;0;0;0;0
ENSG00000196547;9763;1256;1389;1182;1105;1350;1384;1219;1581;570
ENSG00000259064;342;2;1;2;2;0;1;0;3;0
ENSG00000259762;494;20;6;13;7;7;5;2;8;2
ENSG00000239465;485;5;3;5;9;8;9;0;0;0
ENSG00000103942;14685;386;213;394;414;366;359;399;313;207
ENSG00000159556;2171;7;15;8;14;1;7;24;34;9
ENSG00000245534;2143;35;22;25;19;19;19;15;12;5
ENSG00000260351;499;7;8;1;10;5;7;3;4;0
ENSG00000245849;2820;407;553;502;461;683;562;400;275;86
ENSG00000259581;2705;9;13;14;10;7;10;12;3;0
ENSG00000073417;8004;1518;1264;1214;1221;1425;1518;831;760;641
ENSG00000259575;481;41;41;44;31;32;51;19;12;0
ENSG00000259419;875;0;1;0;0;0;0;0;0;0
ENSG00000259532;472;0;1;3;3;5;2;0;0;1
ENSG00000258726;601;0;0;0;0;0;0;0;0;0
ENSG00000287926;1007;3;2;0;1;1;3;0;1;2
ENSG00000258954;431;0;0;0;0;0;1;0;0;0
ENSG00000259700;1209;0;0;0;0;0;0;0;0;0
ENSG00000274471;2173;156;161;80;132;154;112;65;56;26
ENSG00000286897;754;0;0;2;2;1;0;0;1;0
ENSG00000140398;6939;364;361;304;206;252;256;125;112;40
ENSG00000260235;560;0;0;0;0;0;0;0;0;0
ENSG00000259560;1545;0;2;0;1;0;1;1;1;1
ENSG00000246740;2499;0;1;1;1;1;0;0;1;0
ENSG00000259175;2520;8;7;3;7;11;6;2;0;0
ENSG00000169330;6994;35;36;27;31;24;22;22;35;13
ENSG00000259343;14159;93;66;75;79;93;110;54;53;25
ENSG00000258773;4467;2;5;4;9;0;3;9;9;1
ENSG00000274667;680;7;3;6;8;7;6;8;9;8
ENSG00000259665;370;22;17;22;10;17;10;0;1;3
ENSG00000258765;592;0;0;0;0;0;0;2;7;0
ENSG00000259229;214;0;0;0;0;0;0;0;0;0
ENSG00000140612;5492;1188;1629;1489;1317;1428;1459;1593;1893;2857
ENSG00000181991;5628;376;300;328;275;273;285;426;509;586
ENSG00000230373;3899;359;543;481;379;402;598;177;87;49
ENSG00000259805;754;3;1;5;1;2;0;0;0;1
ENSG00000259317;368;1;0;1;0;0;0;0;0;0
ENSG00000259627;691;0;0;0;0;0;0;0;0;0
ENSG00000259562;695;28;39;27;34;20;19;5;8;2
ENSG00000258725;4985;6;6;12;19;11;9;0;4;1
ENSG00000274281;2127;0;0;4;0;2;0;0;0;0
ENSG00000166831;2104;71;80;70;79;32;61;120;198;75
ENSG00000259404;1798;6;5;9;6;4;8;4;8;6
ENSG00000259170;480;0;0;0;0;0;0;0;0;0
ENSG00000259986;943;2;6;7;11;16;17;3;4;3
ENSG00000259626;328;0;0;0;0;0;0;0;0;0
ENSG00000214432;3429;10;6;7;3;5;5;11;3;7
ENSG00000140400;9124;2355;1867;1915;1258;1720;1642;790;890;630
ENSG00000140391;8400;3021;2530;2381;2352;2399;2484;2626;3256;3881
ENSG00000259609;996;1;1;1;0;2;1;0;0;2
ENSG00000261762;2154;2;1;2;1;0;0;1;7;2
ENSG00000261549;727;2;2;0;1;0;0;6;1;1
ENSG00000259713;501;0;0;0;0;0;0;0;0;0
ENSG00000277135;981;31;37;18;18;21;24;0;7;11
ENSG00000258489;1504;3;3;6;2;7;9;5;1;14
ENSG00000166173;5552;542;493;612;472;615;608;890;1158;1079
ENSG00000258540;290;0;0;0;0;0;0;0;0;0
ENSG00000140553;7498;1481;980;1043;868;984;1150;1180;1401;1811
ENSG00000069667;17023;2139;399;1361;495;483;578;640;306;559
ENSG00000261554;598;0;0;0;0;0;0;0;0;0
ENSG00000259284;1099;0;0;0;0;0;0;0;0;1
ENSG00000259551;546;1;0;2;0;0;1;0;0;0
ENSG00000140319;2047;3126;3484;3503;2970;3055;3503;4344;4984;7476
ENSG00000259394;952;0;0;0;0;0;0;0;0;0
ENSG00000287813;2261;4;5;7;3;1;4;1;0;0
ENSG00000260036;723;3;3;3;3;7;1;2;0;1
ENSG00000074603;10211;1243;940;1394;1074;1223;1249;958;976;652
ENSG00000259295;11495;98;93;140;124;136;85;38;25;7
ENSG00000275016;8239;6;1;1;1;1;5;1;6;2
ENSG00000258527;793;8;8;22;9;9;12;7;3;0
ENSG00000259370;8535;8;5;2;2;2;8;3;2;0
ENSG00000287108;2350;0;1;0;0;0;0;0;0;0
ENSG00000259941;2465;0;1;0;0;0;1;0;0;0
ENSG00000270986;638;1;2;4;3;4;2;0;0;0
ENSG00000274215;607;1;1;3;3;0;3;7;5;0
ENSG00000275965;361;0;1;0;1;0;0;0;0;0
ENSG00000172379;7737;2584;3184;2702;3457;3316;3237;4021;5730;2169
ENSG00000255302;2040;4484;4053;5623;3775;4536;4694;5823;5243;6110
ENSG00000186399;4433;184;83;128;70;127;106;24;37;20
ENSG00000277987;2313;3;0;1;0;0;2;0;8;4
ENSG00000273512;275;0;0;0;0;0;1;0;0;0
ENSG00000259244;492;39;34;56;36;42;41;17;17;4
ENSG00000279192;3180;0;0;0;0;0;0;0;0;0
ENSG00000259736;957;8;10;15;22;10;15;3;10;4
ENSG00000140326;5448;678;727;613;662;698;690;397;608;405
ENSG00000183496;4342;1361;1185;1434;1283;1409;1508;1786;1827;1340
ENSG00000156218;9752;679;539;720;603;511;689;465;839;684
ENSG00000259661;795;0;0;0;0;0;0;0;0;0
ENSG00000140287;3895;34;9;10;8;1;4;8;18;8
ENSG00000259173;315;0;0;0;2;0;0;0;0;0
ENSG00000259654;487;7;5;11;6;7;6;3;10;5
ENSG00000259557;303;0;0;0;0;0;0;0;1;0
ENSG00000240238;479;0;0;0;0;0;0;0;0;0
ENSG00000276710;7178;647;655;836;726;849;581;158;130;35
ENSG00000258925;838;0;0;0;0;0;0;0;0;0
ENSG00000259407;964;16;12;18;9;7;7;6;6;7
ENSG00000287321;428;0;0;1;0;0;1;0;0;0
ENSG00000140450;4062;443;332;255;520;145;355;550;1110;618
ENSG00000258739;974;0;0;0;1;0;0;0;1;0
ENSG00000259416;855;31;5;13;7;4;11;7;13;5
ENSG00000274294;621;3;4;3;2;0;4;2;3;0
ENSG00000259057;1115;0;0;0;0;0;1;0;0;0
ENSG00000287872;3262;5;6;6;4;4;2;0;1;1
ENSG00000285661;2017;0;1;0;0;0;1;5;0;0
ENSG00000285663;2026;2;2;4;3;4;1;0;0;0
ENSG00000128928;6857;3012;2436;2603;2091;2663;2795;2553;3044;2999
ENSG00000258631;668;1;0;1;1;0;3;0;2;0
ENSG00000103740;8148;55;77;55;80;40;45;53;95;21
ENSG00000270017;475;0;1;0;0;0;0;0;0;0
ENSG00000278013;421;1;0;1;1;4;2;0;3;1
ENSG00000259275;7083;44;51;44;24;56;56;19;39;46
ENSG00000197696;1022;40;55;62;39;36;31;130;113;156
ENSG00000128908;6940;976;867;886;968;1001;1095;1083;1293;728
ENSG00000270919;538;2;8;8;9;4;6;3;3;1
ENSG00000169612;1565;161;164;158;152;148;182;223;203;253
ENSG00000273771;2797;31;41;21;15;28;52;11;15;14
ENSG00000279765;4734;20;17;31;38;36;30;19;14;10
ENSG00000259744;755;3;1;4;4;4;6;0;0;0
ENSG00000285866;775;0;1;0;0;0;0;0;0;0
ENSG00000259702;1635;0;4;1;3;1;2;0;2;0
ENSG00000259250;542;7;10;11;14;16;12;10;4;9
ENSG00000259208;475;0;0;0;0;1;1;0;0;0
ENSG00000249487;2734;10;8;14;7;4;7;1;1;1
ENSG00000259672;2041;9;6;5;5;3;2;20;29;4
ENSG00000272639;564;0;0;0;0;0;0;0;0;0
ENSG00000183655;7111;753;337;307;268;240;235;294;594;383
ENSG00000259666;2730;2;6;9;5;4;8;2;3;0
ENSG00000260660;2663;7;10;9;6;6;7;3;2;1
ENSG00000280304;3497;14;11;17;18;8;20;5;6;5
ENSG00000259579;643;0;0;0;1;0;0;0;0;0
ENSG00000259763;902;22;15;10;18;16;15;2;9;2
ENSG00000259270;179;0;0;0;0;0;0;0;0;0
ENSG00000258476;8415;5;6;6;6;2;0;2;12;0
ENSG00000258384;1858;7;6;7;6;9;4;5;8;4
ENSG00000068305;6925;1728;1204;1851;1359;1491;1648;1489;1013;965
ENSG00000272298;240;0;0;0;1;0;0;0;0;0
ENSG00000271333;147;1;1;2;0;0;0;0;0;0
ENSG00000176463;9422;1347;285;1119;404;595;552;833;538;617
ENSG00000259518;2714;1;3;2;3;0;0;0;4;0
ENSG00000278090;3243;9;7;5;28;17;17;5;9;0
ENSG00000278022;459;6;3;1;8;3;1;5;2;0
ENSG00000257109;938;0;0;0;0;0;0;0;0;0
ENSG00000259228;952;2;5;2;4;5;5;0;0;0
ENSG00000181026;5976;297;338;264;307;161;221;514;736;484
ENSG00000260608;421;20;17;19;17;13;23;15;9;4
ENSG00000182625;207;0;0;0;1;1;0;0;0;0
ENSG00000259602;666;3;0;4;0;0;0;1;0;1
ENSG00000285883;1002;0;0;0;0;0;0;0;0;0
ENSG00000259652;264;0;0;0;0;0;0;0;0;0
ENSG00000250825;748;0;0;0;0;0;0;0;0;0
ENSG00000259478;1963;2;2;0;0;0;0;1;1;0
ENSG00000278603;224;4;2;1;1;1;0;1;6;0
ENSG00000247809;10503;262;203;178;190;228;279;78;112;110
ENSG00000259724;3471;0;1;0;1;1;1;1;0;0
ENSG00000261665;416;0;2;0;5;6;3;0;0;1
ENSG00000259495;8069;318;179;349;193;271;205;178;158;59
ENSG00000275695;457;20;10;18;31;15;29;10;4;2
ENSG00000271763;446;0;1;0;1;1;4;1;0;0
ENSG00000185787;6552;5416;5699;6407;5624;5795;6084;9380;10939;12131
ENSG00000173867;3272;3;3;2;0;1;2;0;1;0
ENSG00000137845;15979;1172;1452;1557;1545;1545;1692;1308;1196;859
ENSG00000198901;5523;26;23;13;23;15;7;19;39;12
ENSG00000232386;1479;5;8;5;2;6;9;0;5;3
ENSG00000277654;4344;6;16;10;20;1;13;11;33;8
ENSG00000259617;500;1;3;3;10;16;4;2;2;0
ENSG00000258754;9541;10;15;8;21;0;11;32;38;16
ENSG00000140600;3363;15;20;16;21;24;37;23;32;50
ENSG00000185594;1491;1;0;0;0;0;0;2;14;0
ENSG00000259385;695;0;0;0;0;0;0;0;0;0
ENSG00000259376;491;4;11;6;7;4;6;8;4;5
ENSG00000258676;4477;4;2;7;5;2;3;3;2;0
ENSG00000259582;1886;6;0;1;0;2;3;0;1;0
ENSG00000260337;3889;12;2;1;3;4;6;1;1;0
ENSG00000259708;685;2;1;1;1;0;0;2;2;3
ENSG00000259754;3159;0;0;0;1;0;1;1;1;1
ENSG00000275454;1217;15;8;14;4;16;27;15;17;9
ENSG00000279588;3773;1;2;0;0;2;1;0;1;0
ENSG00000248441;13970;91;74;52;66;70;100;52;50;79
ENSG00000278146;249;5;4;4;0;2;5;2;0;2
ENSG00000176371;4878;124;185;155;199;193;213;236;345;220
ENSG00000260674;158;0;0;2;1;0;0;0;0;0
ENSG00000259494;6402;125;123;131;109;147;110;148;146;204
ENSG00000272888;5853;476;600;699;645;771;797;444;433;497
ENSG00000259660;15281;36;19;29;23;32;29;21;16;6
ENSG00000280291;3089;5;4;3;4;7;9;0;5;2
ENSG00000259755;720;6;7;0;8;2;9;7;23;9
ENSG00000259199;834;1;1;3;1;1;0;0;2;0
ENSG00000272808;8164;5;13;8;4;2;13;11;21;9
ENSG00000259514;758;0;1;0;5;0;0;0;1;1
ENSG00000259454;414;0;0;0;0;0;0;0;0;0
ENSG00000242295;340;1;0;0;0;1;0;0;0;0
ENSG00000259527;1966;0;0;0;0;0;1;0;0;1
ENSG00000214344;2054;0;0;0;0;0;0;2;1;0
ENSG00000154237;17491;660;482;456;522;465;582;290;489;459
ENSG00000254779;762;0;0;0;0;0;0;0;0;0
ENSG00000259542;812;3;1;2;2;4;7;0;0;0
ENSG00000287191;753;4;3;5;5;19;17;1;2;0
ENSG00000259500;1559;0;0;1;0;0;0;0;0;0
ENSG00000182253;7774;112;199;139;239;97;212;242;219;99
ENSG00000283597;4233;2;6;0;8;1;5;4;10;3
ENSG00000260661;1304;17;1;20;6;8;12;9;0;0
ENSG00000287267;865;1;2;0;2;0;0;0;2;2
ENSG00000258895;520;0;0;0;2;0;0;0;0;0
ENSG00000258627;102;1;0;2;0;0;0;0;0;1
ENSG00000257060;7482;12;9;15;12;8;18;5;17;3
ENSG00000259266;150;0;0;0;0;0;0;0;0;0
ENSG00000259614;843;3;2;1;6;7;9;0;0;0
ENSG00000261054;2562;3;4;3;0;0;2;3;4;0
ENSG00000259621;263;8;5;15;16;6;16;3;1;0
ENSG00000173575;16951;3608;3514;3902;3911;3915;4421;3203;3221;2178
ENSG00000259041;385;0;0;0;0;0;0;0;0;0
ENSG00000259583;7699;198;106;101;91;113;105;60;63;42
ENSG00000214424;1610;0;0;0;0;0;0;0;0;0
ENSG00000287892;1230;15;8;9;8;12;11;2;6;0
ENSG00000168904;9279;254;312;310;296;296;276;273;278;288
ENSG00000259236;1798;24;20;29;16;22;30;9;23;11
ENSG00000285700;1545;8;6;7;11;5;8;2;5;3
ENSG00000273923;539;4;0;1;1;0;0;4;2;0
ENSG00000259604;1183;3;1;0;0;0;0;0;0;0
ENSG00000280048;3424;32;42;26;22;34;33;8;15;17
ENSG00000258433;1470;1;3;1;2;0;0;0;3;2
ENSG00000259359;757;17;11;19;12;30;34;5;16;7
ENSG00000259257;625;0;1;1;0;0;1;0;0;0
ENSG00000256278;1018;3;13;7;5;18;11;3;11;0
ENSG00000103852;6148;569;594;616;570;580;715;534;685;775
ENSG00000258647;4650;7;3;4;4;3;13;6;1;1
ENSG00000182175;13221;724;779;555;928;282;734;1800;3164;836
ENSG00000258785;2664;0;0;0;0;0;1;2;6;3
ENSG00000275443;1097;9;4;5;14;9;15;5;5;4
ENSG00000259281;663;0;0;0;0;0;1;0;0;0
ENSG00000251209;16315;267;88;311;97;99;133;86;63;34
ENSG00000183643;1787;0;0;0;0;0;0;0;0;0
ENSG00000278514;435;2;1;2;1;3;1;1;4;6
ENSG00000259611;3060;19;30;17;42;3;22;109;161;30
ENSG00000259485;1917;5;12;7;19;0;7;31;32;9
ENSG00000274312;551;0;0;0;0;0;0;0;1;0
ENSG00000259312;552;0;0;1;0;0;0;0;0;0
ENSG00000140443;13941;5800;7335;7360;8575;9885;8452;6518;8162;2874
ENSG00000259586;164;0;0;0;0;0;0;0;0;0
ENSG00000140534;8415;58;45;39;63;21;33;71;92;26
ENSG00000279945;517;0;0;0;0;0;1;0;0;0
ENSG00000240484;348;0;0;4;1;0;0;0;2;0
ENSG00000259706;2384;11;7;17;13;10;14;7;10;7
ENSG00000259475;588;23;28;18;63;54;24;7;21;8
ENSG00000140577;10816;3702;3981;4837;4377;5377;4746;5855;5845;4221
ENSG00000259282;627;0;0;1;0;0;0;0;0;1
ENSG00000260815;495;0;0;0;0;0;1;2;0;0
ENSG00000259870;2098;0;3;0;1;0;0;0;0;1
ENSG00000259367;660;5;2;4;4;10;9;1;7;2
ENSG00000259123;442;0;1;2;1;0;1;0;0;0
ENSG00000128923;9454;659;819;984;1009;1231;1197;723;729;563
ENSG00000185551;6476;2084;1294;1521;1334;1290;2176;1027;1697;2346
ENSG00000259134;4113;53;64;51;27;45;77;26;49;74
ENSG00000258831;915;1;1;0;0;0;3;1;0;0
ENSG00000279091;7739;8;9;21;6;6;3;1;1;0
ENSG00000258542;109;0;0;0;0;0;0;0;0;0
ENSG00000258611;1021;2;3;2;1;3;7;9;15;0
ENSG00000253954;303;4;5;3;4;4;2;7;8;4
ENSG00000258632;435;0;0;0;0;0;0;0;0;0
ENSG00000259403;723;0;0;0;0;0;0;0;3;0
ENSG00000183571;1627;12;36;13;44;22;20;20;21;5
ENSG00000185442;4469;322;183;310;175;148;221;462;404;355
ENSG00000273792;1312;11;5;13;9;8;8;1;0;0
ENSG00000259630;406;3;0;1;4;3;7;0;5;2
ENSG00000259507;573;0;0;0;0;0;0;0;0;0
ENSG00000286893;1601;1;0;1;3;1;1;0;2;0
ENSG00000259276;568;2;1;0;6;2;5;0;0;0
ENSG00000261043;2905;0;1;0;0;0;0;0;3;0
ENSG00000258551;3401;0;0;0;0;2;0;1;3;2
ENSG00000259590;323;1;0;3;2;3;1;1;0;0
ENSG00000287328;105;0;0;0;0;0;0;0;0;1
ENSG00000103995;8165;196;148;221;224;168;191;97;86;113
ENSG00000140563;13237;38;63;77;77;23;58;55;74;188
ENSG00000259341;11392;1;3;3;4;1;0;8;3;1
ENSG00000259615;459;0;1;0;0;0;0;0;0;0
ENSG00000258562;526;1;0;1;4;1;3;4;1;0
ENSG00000157470;5571;19;18;13;28;7;14;44;69;17
ENSG00000276744;984;28;18;16;18;27;12;9;3;5
ENSG00000259402;526;10;9;9;8;8;11;1;0;1
ENSG00000275322;1133;9;6;4;7;6;5;2;5;8
ENSG00000259375;953;0;0;0;0;0;0;0;0;0
ENSG00000259453;746;17;13;18;19;15;12;3;2;2
ENSG00000258741;3033;28;18;35;13;25;31;26;28;23
ENSG00000259760;198;2;2;2;4;2;1;5;0;0
ENSG00000137869;8428;5;2;0;3;0;1;1;1;3
ENSG00000258483;2582;3;1;4;6;1;3;3;2;0
ENSG00000258665;328;0;0;0;0;0;0;0;0;0
ENSG00000259750;784;0;0;0;0;0;0;1;0;0
ENSG00000258570;403;0;0;0;0;0;0;0;0;0
ENSG00000279846;564;0;0;3;0;0;0;3;1;0
ENSG00000261616;2677;45;21;34;45;54;37;22;27;5
ENSG00000140519;2583;3;3;1;0;0;1;4;7;3
ENSG00000275929;363;0;0;0;0;0;0;0;0;0
ENSG00000259670;406;0;1;0;1;0;0;0;0;0
ENSG00000140538;26750;78;37;59;40;44;53;26;57;29
ENSG00000227161;97;3;6;4;9;3;4;0;0;2
ENSG00000259331;648;0;0;1;0;0;0;0;0;0
ENSG00000259218;2573;1;0;0;1;0;0;0;0;0
ENSG00000259424;334;7;5;12;9;4;3;3;4;8
ENSG00000259601;1985;0;0;0;0;0;0;0;0;0
ENSG00000166965;4969;187;273;234;234;205;211;308;339;304
ENSG00000258888;682;0;4;1;2;0;2;0;0;0
ENSG00000232459;939;0;0;0;0;0;0;0;0;0
ENSG00000258761;539;0;0;0;0;0;0;0;0;0
ENSG00000287950;2486;2;0;1;0;0;2;0;0;0
ENSG00000259493;1049;1;0;2;2;1;0;0;0;0
ENSG00000104177;13902;1636;1179;1362;1218;1282;1239;898;572;525
ENSG00000189136;3222;325;414;643;453;602;493;195;178;46
ENSG00000259921;3910;9;5;9;11;11;15;11;4;1
ENSG00000229212;2972;5;30;21;20;13;19;11;19;3
ENSG00000287000;3365;2;4;0;2;0;0;9;0;1
ENSG00000259534;542;0;0;0;0;0;0;1;0;0
ENSG00000260836;2211;0;0;0;0;0;0;0;0;0
ENSG00000259573;841;0;0;0;0;0;0;0;0;0
ENSG00000258971;232;0;1;0;0;0;0;0;0;1
ENSG00000284946;7148;28;30;28;23;22;18;21;17;3
ENSG00000140451;4656;45;30;41;20;10;26;9;27;23
ENSG00000064726;4066;963;709;798;798;790;836;782;700;838
ENSG00000286917;436;0;0;0;0;0;0;0;0;0
ENSG00000259340;137;0;0;0;0;0;0;0;0;0
ENSG00000188388;1679;7;20;22;14;17;35;11;2;2
ENSG00000259664;8614;9;7;22;1;13;5;4;5;4
ENSG00000241562;736;0;0;0;0;0;0;0;1;0
ENSG00000169375;12453;2754;2501;2914;2620;2727;2936;3384;4330;2453
ENSG00000258909;2284;0;0;4;1;1;0;0;0;1
ENSG00000259320;1961;0;0;1;0;0;0;0;0;0
ENSG00000259458;2425;0;1;1;0;1;1;0;3;0
